"","syote","n","vastine","vastine2","vastine3","puuttuu","loytyva","loytyva2"
"134","toimitusjohtaja",18,NA,NA,NA,TRUE,"Toimitusjohtajat ja pääjohtajat Toimitusjohtajat ja pääjohtajat","Pääjohtajat ja toimitusjohtajat|Pääjohtajat ja toimitusjohtajat|Pääjohtajat ja toimitusjohtajat|Pääjohtajat ja toimitusjohtajat|Pääjohtajat ja toimitusjohtajat"
"135","esiopettaja",17,NA,NA,NA,TRUE,"",""
"136","kiinteistöpäällikkö",17,NA,NA,NA,TRUE,"",""
"137","kolmiperhepäivähoitaja",17,NA,NA,NA,TRUE,"",""
"138","konsultoiva erityislastentarhanopettaja",17,NA,NA,NA,TRUE,"",""
"139","kouluterveydenhoitaja",17,NA,NA,NA,TRUE,"",""
"140","työn lehtori",17,NA,NA,NA,TRUE,"",""
"141","amanuenssi",16,NA,NA,NA,TRUE,"",""
"142","erikoisammattimies",16,NA,NA,NA,TRUE,"",""
"143","kahviotyöntekijä",16,NA,NA,NA,TRUE,"",""
"144","lähihoitaja ohjaaja",16,NA,NA,NA,TRUE,"",""
"145","liikunnanopettaja",16,NA,NA,NA,TRUE,"",""
"146","luokanopettaja apulaisrehtori",16,NA,NA,NA,TRUE,"",""
"147","tarkastusinsinööri",16,NA,NA,NA,TRUE,"",""
"148","esikoulunopettaja",15,NA,NA,NA,TRUE,"",""
"149","henkilöstösihteeri",15,NA,NA,NA,TRUE,"",""
"150","kotisairaanhoitaja",15,NA,NA,NA,TRUE,"",""
"151","kouluavustaja",15,NA,NA,NA,TRUE,"",""
"152","musiikinopettaja",15,NA,NA,NA,TRUE,"",""
"153","palveluneuvoja",15,NA,NA,NA,TRUE,"Puhelinpalveluneuvojat Puhelinpalveluneuvojat",""
"154","palvelusuunnittelija",15,NA,NA,NA,TRUE,"",""
"155","socialarbetare",15,NA,NA,NA,TRUE,"",""
"156","suunnittelupäällikkö",15,NA,NA,NA,TRUE,"",""
"157","taloussuunnittelija",15,NA,NA,NA,TRUE,"",""
"158","toiminnanohjaaja",15,NA,NA,NA,TRUE,"",""
"159","uinninvalvoja",15,NA,NA,NA,TRUE,"",""
"160","yhteinen lehtori",15,NA,NA,NA,TRUE,"",""
"161","asiantuntijasairaanhoitaja",14,NA,NA,NA,TRUE,"",""
"162","diabeteshoitaja",14,NA,NA,NA,TRUE,"",""
"163","hankintasihteeri",14,NA,NA,NA,TRUE,"",""
"164","henkilöstöpäällikkö",14,NA,NA,NA,TRUE,"",""
"165","kehitysvammaohjaaja",14,NA,NA,NA,TRUE,"",""
"166","lastenohjaaja",14,NA,NA,NA,TRUE,"",""
"167","päätoiminen tuntiopettaja",14,NA,NA,NA,TRUE,"",""
"168","paikkatietokäsittelijä",14,NA,NA,NA,TRUE,"",""
"169","palotarkastaja",14,NA,NA,NA,TRUE,"","Rakennus- ja palotarkastajat|Rakennus- ja palotarkastajat|Rakennus- ja palotarkastajat|Rakennus- ja palotarkastajat|Rakennus- ja palotarkastajat"
"170","puutarhuri",14,NA,NA,NA,TRUE,"Puutarhurit, kasvihuoneviljelijät ja -työntekijät Puutarhurit, kasvihuoneviljelijät ja -työntekijät Puutarhurit, kasvihuoneviljelijät ja -työntekijät Puutarhurit ja kasvihuoneviljelijät Puutarhurit ja kasvihuoneviljelijät Puutarhurit ja kasvihuoneviljelijät",""
"171","sairaanhoitaja terveydenhoitaja",14,NA,NA,NA,TRUE,"",""
"172","talonmies",14,NA,NA,NA,TRUE,"",""
"173","työnsuunnittelija",14,NA,NA,NA,TRUE,"",""
"174","vajaamielishoitaja",14,NA,NA,NA,TRUE,"",""
"175","autonkuljettaja",13,NA,NA,NA,TRUE,"Henkilö-, taksi- ja pakettiautonkuljettajat Henkilö-, taksi- ja pakettiautonkuljettajat","Henkilö- ja pakettiautonkuljettajat"
"176","etumies",13,NA,NA,NA,TRUE,"",""
"177","informaatikko",13,NA,NA,NA,TRUE,"",""
"178","kaavoitusarkkitehti",13,NA,NA,NA,TRUE,"",""
"179","kodinhoitaja lähihoitaja",13,NA,NA,NA,TRUE,"",""
"180","kotitalousopettaja",13,NA,NA,NA,TRUE,"",""
"181","kuljettaja",13,NA,NA,NA,TRUE,"Raideliikenteen kuljettajat ja työntekijät Veturinkuljettajat Henkilö- ja pakettiauton- sekä moottoripyöränkuljettajat Henkilö- ja pakettiauton- sekä moottoripyöränkuljettajat Henkilö-, taksi- ja pakettiautonkuljettajat Henkilö-, taksi- ja pakettiautonkuljettajat Raskaiden moottoriajoneuvojen kuljettajat Raskaiden moottoriajoneuvojen kuljettajat Linja-auton- ja raitiovaununkuljettajat Linja-auton- ja raitiovaununkuljettajat Kuorma-auton ja erikoisajoneuvojen kuljettajat Kuorma-auton ja erikoisajoneuvojen kuljettajat Työkoneiden kuljettajat Työkoneiden kuljettajat Työkoneiden kuljettajat Maa- ja metsätaloustyökoneiden kuljettajat Maa- ja metsätaloustyökoneiden kuljettajat Maansiirtokoneiden ym. kuljettajat Maansiirtokoneiden ym. kuljettajat Nosturinkuljettajat Ahtaajat ja trukinkuljettajat ym. Ahtaajat ja trukinkuljettajat ym. Trukinkuljettajat ym. Eläinvetoisten kulkuneuvojen kuljettajat","Lääkintävahtimestari-sairaankuljettajat|Kuljettajat, vesiliikennetyöntekijät ym.|Veturin- ja moottorivaununkuljettajat|Veturin- ja moottorivaununkuljettajat|Moottoriajoneuvojen kuljettajat|Henkilö- ja pakettiautonkuljettajat|Moottoriajoneuvojen kuljettajat|Linja-auton- ja raitiovaununkuljettajat|Kuorma-auton ja erikoisajoneuvojen kuljettajat|Työkoneiden kuljettajat|Maa- ja metsätaloustyökoneiden kuljettajat|Maanrakennus- ym. koneiden kuljettajat|Nosturinkuljettajat|Trukin- ja siirtokoneenkuljettajat|Trukin- ja siirtokoneenkuljettajat"
"182","luokanopettaja koulunjohtaja",13,NA,NA,NA,TRUE,"",""
"183","maaseutusihteeri",13,NA,NA,NA,TRUE,"",""
"184","perheneuvoja",13,NA,NA,NA,TRUE,"",""
"185","resurssiopettaja",13,NA,NA,NA,TRUE,"",""
"186","sairaalainsinööri",13,NA,NA,NA,TRUE,"",""
"187","terveydenhoitaja sairaanhoitaja",13,NA,NA,NA,TRUE,"",""
"188","toimi",13,NA,NA,NA,TRUE,"Toimitusjohtajat ja pääjohtajat Toimitusjohtajat ja pääjohtajat Liiketoiminta- ja hallintojohtajat Liiketoiminta- ja hallintojohtajat Liiketoiminta- ja hallintojohtajat Tuotantotoiminnan ja yhteiskunnan peruspalvelujen johtajat Tuotantotoiminnan ja yhteiskunnan peruspalvelujen johtajat Tuotantotoiminnan ja yhteiskunnan peruspalvelujen johtajat Kaivostoiminnan tuotantojohtajat Rakennustoiminnan tuotantojohtajat Rakennustoiminnan tuotantojohtajat Toimittajat, kirjailijat ja kielitieteilijät Toimittajat, kirjailijat ja kielitieteilijät Toimittajat, kirjailijat ja kielitieteilijät Toimittajat, kirjailijat ja kielitieteilijät Toimittajat Toimituspäälliköt ja -sihteerit, ohjelmapäälliköt Lehtien yms. toimittajat Radio- ja tv-toimittajat Työnjohtajat kaivos-, teollisuus- ja rakennustoiminnassa Työnjohtajat kaivos-, teollisuus- ja rakennustoiminnassa Työnjohtajat kaivos-, teollisuus- ja rakennustoiminnassa Toimintaterapeutit Toimistotyön esimiehet Toimistotyön esimiehet Toimistotyön esimiehet Toimistosihteerit (terveydenhuolto) Toimistosihteerit (terveydenhuolto) Asiamiehet, toimitsijat ym. järjestöalan asiantuntijat Urheiluvalmentajat ja toimitsijat Urheiluvalmentajat ja toimitsijat Urheiluvalmentajat ja toimitsijat Urheiluvalmentajat ja toimitsijat Toimisto- ja asiakaspalvelutyöntekijät Toimisto- ja asiakaspalvelutyöntekijät Toimisto- ja asiakaspalvelutyöntekijät Toimisto- ja asiakaspalvelutyöntekijät Toimistotyöntekijät Toimistotyöntekijät Toimistotyöntekijät Toimistoavustajat Toimistoavustajat Pankki- ym. toimihenkilöt Matkatoimistovirkailijat Matkatoimistovirkailijat Laskennan ja varastoinnin toimistotyöntekijät Laskennan ja varastoinnin toimistotyöntekijät Taloushallinnon toimistotyöntekijät Taloushallinnon toimistotyöntekijät Taloushallinnon toimistotyöntekijät Tilasto-, rahoitus- ja vakuutusalan toimistotyöntekijät Tilasto-, rahoitus- ja vakuutusalan toimistotyöntekijät Tilasto-, rahoitus- ja vakuutusalan toimistotyöntekijät Kuljetuksen ja varastoinnin toimistotyöntekijät Kuljetuksen ja varastoinnin toimistotyöntekijät Kuljetuksen toimistotyöntekijät Muut kuljetuksen ja huolinnan toimistotyöntekijät Muut toimisto- ja asiakaspalvelutyöntekijät Muut toimisto- ja asiakaspalvelutyöntekijät Muut toimisto- ja asiakaspalvelutyöntekijät Muut toimisto- ja asiakaspalvelutyöntekijät Muut toimisto- ja asiakaspalvelutyöntekijät Muut toimisto- ja asiakaspalvelutyöntekijät Muut toimisto- ja asiakaspalvelutyöntekijät Muut toimisto- ja asiakaspalvelutyöntekijät Muut toimisto- ja asiakaspalvelutyöntekijät Toimistovahtimestarit Henkilöstöhallinnon avustavat toimistotyöntekijät Henkilöstöhallinnon avustavat toimistotyöntekijät Muut muualla luokittelemattomat toimisto- ja asiakaspalvelutyöntekijät Muut muualla luokittelemattomat toimisto- ja asiakaspalvelutyöntekijät Muut muualla luokittelemattomat toimisto- ja asiakaspalvelutyöntekijät Muut muualla luokittelemattomat toimisto- ja asiakaspalvelutyöntekijät Siivoustyön esimiehet toimistoissa, hotelleissa ja muissa laitoksissa Siivoustyön esimiehet toimistoissa, hotelleissa ja muissa laitoksissa Siivoustyön esimiehet toimistoissa, hotelleissa ja muissa laitoksissa Hautaustoimistonhoitajat ym. Kodinhoitajat (kotipalvelutoiminta) Koti-, hotelli- ja toimistosiivoojat ym. Koti-, hotelli- ja toimistosiivoojat ym. Koti-, hotelli- ja toimistosiivoojat ym. Koti-, hotelli- ja toimistosiivoojat ym. Koti-, hotelli- ja toimistosiivoojat ym. Toimisto- ja laitossiivoojat ym. Toimisto- ja laitossiivoojat ym. Toimisto- ja laitossiivoojat ym. Toimisto- ja laitossiivoojat ym. Toimisto- ja laitossiivoojat ym. Toimistosiivoojat ym. Toimistosiivoojat ym.","Yritysten ja muiden toimintayksiköiden johtajat|Pääjohtajat ja toimitusjohtajat|Pääjohtajat ja toimitusjohtajat|Pääjohtajat ja toimitusjohtajat|Pääjohtajat ja toimitusjohtajat|Pääjohtajat ja toimitusjohtajat|Yritysten ja muiden toimintayksiköiden johtajat|Yrityspalvelutoiminnan pienyritysten johtajat|Yritysten ja muiden toimintayksiköiden johtajat|Muiden yritysten ja toimintayksiköiden johtajat|Muiden yritysten ja toimintayksiköiden johtajat|Muiden yritysten ja toimintayksiköiden johtajat|Muiden yritysten ja toimintayksiköiden johtajat|Muiden yritysten ja toimintayksiköiden johtajat|Muiden yritysten ja toimintayksiköiden johtajat|Yritysten ja muiden toimintayksiköiden johtajat|Muiden yritysten ja toimintayksiköiden johtajat|Liikunta- ja vapaa-aikatoiminnan johtajat|Yrityspalvelutoiminnan pienyritysten johtajat|Yritysten ja muiden toimintayksiköiden johtajat|Toimittajat, taiteilijat ym.|Yritysten ja muiden toimintayksiköiden johtajat|Yritysten ja muiden toimintayksiköiden johtajat|Toimittajat, taiteilijat ym.|Toimittajat, kirjailijat ym.|Mainostoimittajat|Yritysten ja muiden toimintayksiköiden johtajat|Yritysten ja muiden toimintayksiköiden johtajat|Toimittajat, taiteilijat ym.|Toimittajat, kirjailijat ym.|Lehden- ja kustannustoimittajat sekä kriitikot|Toimittajat, kirjailijat ym.|Päällikkötoimittajat|Lehden- ja kustannustoimittajat sekä kriitikot|Radio- ja tv-toimittajat|Toimittajat, kirjailijat ym.|Toimittajat, taiteilijat ym.|Muiden yritysten ja toimintayksiköiden johtajat|Toimittajat, kirjailijat ym.|Radio- ja tv-toimittajat|Toimisto- ja asiakaspalvelutyöntekijät|Yritysten ja muiden toimintayksiköiden johtajat|Fysioterapeutit, toimintaterapeutit ym.|Fysioterapeutit, toimintaterapeutit ym.|Toimintaterapeutit|Yritysten ja muiden toimintayksiköiden johtajat|Toimistotyöntekijät|Hallinnolliset toimihenkilöt|Posti- ja pankkitoimihenkilöt|Vakuutusalan konttoritoimihenkilöt|Hallinnolliset toimihenkilöt|Hallinnolliset toimihenkilöt|Toimistonhoitajat|Sosiaaliturvatoimihenkilöt|Toimistotyöntekijät|Hallinnolliset toimihenkilöt|Toimittajat, taiteilijat ym.|Kirjastojen, postitoimistojen ym. työntekijät|Toimisto- ja asiakaspalvelutyöntekijät|Toimistotyöntekijät|Muut toimistotyöntekijät|Muut toimistotyöntekijät|Muut toimistotyöntekijät|Muut toimistotyöntekijät|Posti- ja pankkitoimihenkilöt|Hallinnolliset toimihenkilöt|Matkatoimistovirkailijat|Toimistotyöntekijät|Hallinnolliset toimihenkilöt|Vakuutusalan konttoritoimihenkilöt|Kuljetuksen ja varastoinnin toimistotyöntekijät|Raideliikenteen ohjaajat ja muut kuljetuksen toimistotyöntekijät|Muut kuljetuksen ja huolinnan toimistotyöntekijät|Toimistotyöntekijät|Kirjastojen, postitoimistojen ym. työntekijät|Muut toimistotyöntekijät|Postinkäsittelijät ja toimistovahtimestarit|Muut toimistotyöntekijät|Muut toimistotyöntekijät|Toimistovahtimestarit|Muut toimistotyöntekijät|Muut toimistotyöntekijät|Muut toimistotyöntekijät|Toimisto- ja asiakaspalvelutyöntekijät|Hautaustoimistonhoitajat ym.|Yritysten ja muiden toimintayksiköiden johtajat|Toimistotyöntekijät|Toimittajat, taiteilijat ym.|Toimisto- ja asiakaspalvelutyöntekijät"
"189","vapaa-aikaohjaaja",13,NA,NA,NA,TRUE,"",""
"190","avopalveluohjaaja",12,NA,NA,NA,TRUE,"",""
"191","etsivä nuorisotyöntekijä",12,NA,NA,NA,TRUE,"",""
"192","kuorma-autonkuljettaja",12,NA,NA,NA,TRUE,"",""
"193","lupasihteeri",12,NA,NA,NA,TRUE,"",""
"194","pianonsoitonopettaja",12,NA,NA,NA,TRUE,"",""
"195","projektikoordinaattori",12,NA,NA,NA,TRUE,"",""
"196","puistopuutarhuri",12,NA,NA,NA,TRUE,"",""
"197","rektor",12,NA,NA,NA,TRUE,"",""
"198","sivistysjohtaja",12,NA,NA,NA,TRUE,"",""
"199","sivistystoimenjohtaja",12,NA,NA,NA,TRUE,"",""
"200","talous- velkaneuvoja",12,NA,NA,NA,TRUE,"",""
"201","tietojärjestelmäasiantuntija",12,NA,NA,NA,TRUE,"",""
"202","työpäällikkö",12,NA,NA,NA,TRUE,"",""
"203","ympäristöinsinööri",12,NA,NA,NA,TRUE,"",""
"204","äidinkielen lehtori",11,NA,NA,NA,TRUE,"",""
"205","asuntosihteeri",11,NA,NA,NA,TRUE,"",""
"206","hallintopalvelusihteeri",11,NA,NA,NA,TRUE,"",""
"207","kaupunginjohtaja",11,NA,NA,NA,TRUE,"",""
"208","kenttäjohtaja",11,NA,NA,NA,TRUE,"",""
"209","kielten lehtori",11,NA,NA,NA,TRUE,"",""
"210","kirjastosihteeri",11,NA,NA,NA,TRUE,"",""
"211","kunnossapitomestari",11,NA,NA,NA,TRUE,"",""
"212","lastenhoitaja lähihoitaja",11,NA,NA,NA,TRUE,"",""
"213","liikuntapaikkojenhoitaja",11,NA,NA,NA,TRUE,"",""
"214","museonjohtaja",11,NA,NA,NA,TRUE,"",""
"215","päiväkotiavustaja",11,NA,NA,NA,TRUE,"",""
"216","perusturvajohtaja",11,NA,NA,NA,TRUE,"",""
"217","tilaajapäällikkö",11,NA,NA,NA,TRUE,"",""
"218","toimistopäällikkö",11,NA,NA,NA,TRUE,"",""
"219","varastomies",11,NA,NA,NA,TRUE,"",""
"220","ympäristöterveystarkastaja",11,NA,NA,NA,TRUE,"",""
"221","asumisenohjaaja",10,NA,NA,NA,TRUE,"",""
"222","byråsekreterare",10,NA,NA,NA,TRUE,"",""
"223","erikoishammaslääkäri",10,NA,NA,NA,TRUE,"",""
"224","kaavasuunnittelija",10,NA,NA,NA,TRUE,"",""
"225","kaupunginlakimies",10,NA,NA,NA,TRUE,"",""
"226","kaupunginpuutarhuri",10,NA,NA,NA,TRUE,"",""
"227","kentänhoitaja",10,NA,NA,NA,TRUE,"",""
"228","kulttuurisihteeri",10,NA,NA,NA,TRUE,"",""
"229","lastenvalvoja",10,NA,NA,NA,TRUE,"",""
"230","lehtori apulaisrehtori",10,NA,NA,NA,TRUE,"",""
"231","liikuntapaikkamestari",10,NA,NA,NA,TRUE,"",""
"232","liikuntasihteeri",10,NA,NA,NA,TRUE,"",""
"233","maankäyttöinsinööri",10,NA,NA,NA,TRUE,"",""
"234","maanmittausteknikko",10,NA,NA,NA,TRUE,"",""
"235","mittamies",10,NA,NA,NA,TRUE,"",""
"236","puhtaushuoltaja",10,NA,NA,NA,TRUE,"",""
"237","pysäköinnintarkastaja",10,NA,NA,NA,TRUE,"",""
"238","rakennuttajainsinööri",10,NA,NA,NA,TRUE,"",""
"239","ravitsemussuunnittelija",10,NA,NA,NA,TRUE,"",""
"240","reskontranhoitaja",10,NA,NA,NA,TRUE,"",""
"241","sosiaali- terveysjohtaja",10,NA,NA,NA,TRUE,"",""
"242","sosionomi",10,NA,NA,NA,TRUE,"",""
"243","työtoiminnan ohjaaja",10,NA,NA,NA,TRUE,"",""
"244","työvalmentaja",10,NA,NA,NA,TRUE,"",""
"245","vastaanottohoitaja",10,NA,NA,NA,TRUE,"",""
"246","verkostoasentaja",10,NA,NA,NA,TRUE,"",""
"247","alue-esimies",9,NA,NA,NA,TRUE,"",""
"248","anestesiasairaanhoitaja",9,NA,NA,NA,TRUE,"",""
"249","ensihoitaja hoitotaso",9,NA,NA,NA,TRUE,"",""
"250","företagshälsovårdare",9,NA,NA,NA,TRUE,"",""
"251","hygieniahoitaja",9,NA,NA,NA,TRUE,"",""
"252","intendentti",9,NA,NA,NA,TRUE,"",""
"253","jalkaterapeutti",9,NA,NA,NA,TRUE,"",""
"254","kaavoitusinsinööri",9,NA,NA,NA,TRUE,"",""
"255","kehitysjohtaja",9,NA,NA,NA,TRUE,"Myynti-, markkinointi- ja kehitysjohtajat Tutkimus- ja kehitysjohtajat","Tutkimus- ja kehitysjohtajat|Tutkimus- ja kehitysjohtajat"
"256","keittäjä-emäntä",9,NA,NA,NA,TRUE,"",""
"257","kotiutushoitaja",9,NA,NA,NA,TRUE,"",""
"258","koulutussihteeri",9,NA,NA,NA,TRUE,"",""
"259","lääkintäesimies",9,NA,NA,NA,TRUE,"",""
"260","lähihoitaja päivähoitaja",9,NA,NA,NA,TRUE,"",""
"261","laitoshultaja",9,NA,NA,NA,TRUE,"",""
"262","paikkatietoinsinööri",9,NA,NA,NA,TRUE,"",""
"263","palopäällikkö",9,NA,NA,NA,TRUE,"",""
"264","puhtauspalveluohjaaja",9,NA,NA,NA,TRUE,"",""
"265","ruokapalveluohjaaja",9,NA,NA,NA,TRUE,"",""
"266","sosiaaliterapeutti",9,NA,NA,NA,TRUE,"",""
"267","suunnittelijaopettaja",9,NA,NA,NA,TRUE,"",""
"268","tietohallintopäällikkö",9,NA,NA,NA,TRUE,"",""
"269","toimialasihteeri",9,NA,NA,NA,TRUE,"",""
"270","työpajaohjaaja",9,NA,NA,NA,TRUE,"",""
"271","vapaa-aikasihteeri",9,NA,NA,NA,TRUE,"",""
"272","aluepalomestari",8,NA,NA,NA,TRUE,"",""
"273","controller",8,NA,NA,NA,TRUE,"",""
"274","huoltoteknikko",8,NA,NA,NA,TRUE,"",""
"275","ict-suunnittelija",8,NA,NA,NA,TRUE,"",""
"276","karttatietokäsittelijä",8,NA,NA,NA,TRUE,"",""
"277","kiinteistöhoitaja",8,NA,NA,NA,TRUE,"",""
"278","kiinteistörekisterinhoitaja",8,NA,NA,NA,TRUE,"",""
"279","konsultoiva erityisopettaja",8,NA,NA,NA,TRUE,"",""
"280","lastenhoitaja päivähoitaja",8,NA,NA,NA,TRUE,"",""
"281","maanmittausinsinööri",8,NA,NA,NA,TRUE,"",""
"282","maanrakennusmestari",8,NA,NA,NA,TRUE,"",""
"283","maisteri luokanopettaja",8,NA,NA,NA,TRUE,"",""
"284","metsuri",8,NA,NA,NA,TRUE,"Metsurit ja metsätyöntekijät Metsurit ja metsätyöntekijät","Metsurit ja metsätyöntekijät|Metsurit ja metsätyöntekijät"
"285","mikrotukihenkilö",8,NA,NA,NA,TRUE,"",""
"286","mittausmies",8,NA,NA,NA,TRUE,"",""
"287","mittausteknikko",8,NA,NA,NA,TRUE,"",""
"288","museoamanuenssi",8,NA,NA,NA,TRUE,"",""
"289","palomies sairaankuljettaja",8,NA,NA,NA,TRUE,"",""
"290","palvelussuhdepäällikkö",8,NA,NA,NA,TRUE,"",""
"291","pelastuspäällikkö",8,NA,NA,NA,TRUE,"",""
"292","rakennuttaja",8,NA,NA,NA,TRUE,"",""
"293","ravitsemisesimies",8,NA,NA,NA,TRUE,"",""
"294","reskontrakirjanpitäjä",8,NA,NA,NA,TRUE,"",""
"295","ruokapalvelu työntekijä",8,NA,NA,NA,TRUE,"",""
"296","siivouspäällikkö",8,NA,NA,NA,TRUE,"",""
"297","sosiaalijohtaja",8,NA,NA,NA,TRUE,"",""
"298","toimialajohtaja",8,NA,NA,NA,TRUE,"",""
"299","viran",8,NA,NA,NA,TRUE,"",""
"300","virastomestari",8,NA,NA,NA,TRUE,"",""
"301","asiakasohjaaja",7,NA,NA,NA,TRUE,"",""
"302","daghemsföreståndare",7,NA,NA,NA,TRUE,"",""
"303","englannin lehtori",7,NA,NA,NA,TRUE,"",""
"304","fysiikan lehtori",7,NA,NA,NA,TRUE,"",""
"305","kassanhoitaja",7,NA,NA,NA,TRUE,"Kassanhoitajat ja lipunmyyjät Kassanhoitajat ja lipunmyyjät Kassanhoitajat ja lipunmyyjät Kassanhoitajat ja lipunmyyjät Kassanhoitajat ja lipunmyyjät Kassanhoitajat ja lipunmyyjät Kassanhoitajat ja lipunmyyjät Kassanhoitajat ja lipunmyyjät Kassanhoitajat ja lipunmyyjät","Palkanlaskijat, kassanhoitajat ym.|Palkanlaskijat, kassanhoitajat ym.|Palkanlaskijat, kassanhoitajat ym.|Myyjät ja myymäläkassanhoitajat|Myyjät ja myymäläkassanhoitajat|Palkanlaskijat, kassanhoitajat ym.|Myyjät ja myymäläkassanhoitajat|Myyjät ja myymäläkassanhoitajat|Myyjät ja myymäläkassanhoitajat|Myyjät ja myymäläkassanhoitajat"
"306","keittäjä-siivooja-talonmies",7,NA,NA,NA,TRUE,"",""
"307","keittiötyöntekijä",7,NA,NA,NA,TRUE,"Avustavat keittiötyöntekijät Avustavat keittiötyöntekijät",""
"308","konservaattori",7,NA,NA,NA,TRUE,"",""
"309","lähihoitaja avustaja",7,NA,NA,NA,TRUE,"",""
"310","lähihoitaja kodinhoitaja",7,NA,NA,NA,TRUE,"",""
"311","lähihoitaja koulunkäyntiavustaja",7,NA,NA,NA,TRUE,"",""
"312","laskentapäällikkö",7,NA,NA,NA,TRUE,"",""
"313","lastehoitaja",7,NA,NA,NA,TRUE,"",""
"314","logistikko",7,NA,NA,NA,TRUE,"",""
"315","luokanopettaja vararehtori",7,NA,NA,NA,TRUE,"",""
"316","metsätalousinsinööri",7,NA,NA,NA,TRUE,"",""
"317","museoassistentti",7,NA,NA,NA,TRUE,"",""
"318","museolehtori",7,NA,NA,NA,TRUE,"",""
"319","musiikkipedagogi",7,NA,NA,NA,TRUE,"",""
"320","opettaja apulaisrehtori",7,NA,NA,NA,TRUE,"",""
"321","pääluottamusmies",7,NA,NA,NA,TRUE,"",""
"322","palveluasiantuntija",7,NA,NA,NA,TRUE,"",""
"323","rakennuspäällikkö",7,NA,NA,NA,TRUE,"",""
"324","sairaanhoitaja varahenkilö",7,NA,NA,NA,TRUE,"",""
"325","satamasihteeri",7,NA,NA,NA,TRUE,"",""
"326","skolsekreterare",7,NA,NA,NA,TRUE,"",""
"327","sovellusneuvoja",7,NA,NA,NA,TRUE,"",""
"328","suunnittelurakennusmestari",7,NA,NA,NA,TRUE,"",""
"329","tekstiilihuoltaja",7,NA,NA,NA,TRUE,"",""
"330","terveydenhoitaja diabeteshoitaja",7,NA,NA,NA,TRUE,"",""
"331","toimialueylihoitaja",7,NA,NA,NA,TRUE,"",""
"332","tutkija",7,NA,NA,NA,TRUE,"Tietoliikenneteknologian tutkijat Tietotekniikka-alan tutkijat Kuulontutkijat ja puheterapeutit Kuulontutkijat ja puheterapeutit Kuulontutkijat ja puheterapeutit Kuulontutkijat ja puheterapeutit Yhteiskunta- ja kulttuuritutkijat Historioitsijat, politiikan tutkijat ja filosofit","Kuulontutkijat|Yhteiskunta- ja kulttuuritutkijat|Kielentutkijat, kääntäjät ja tulkit|Yhteiskunta- ja kulttuuritutkijat"
"333","valvontaeläinlääkäri",7,NA,NA,NA,TRUE,"",""
"334","vesihuoltopäällikkö",7,NA,NA,NA,TRUE,"",""
"335","ylilääkäri johtaja",7,NA,NA,NA,TRUE,"",""
"336","ympäristönsuojelutarkastaja",7,NA,NA,NA,TRUE,"",""
"337","ympäristöpäällikkö",7,NA,NA,NA,TRUE,"",""
"338","ympäristösihteeri",7,NA,NA,NA,TRUE,"",""
"339","ympäristösuunnittelija",7,NA,NA,NA,TRUE,"",""
"340","yritysasiamies",7,NA,NA,NA,TRUE,"",""
"341","asumispalveluesimies",6,NA,NA,NA,TRUE,"",""
"342","audionomi",6,NA,NA,NA,TRUE,"",""
"343","ensihoitoesimies",6,NA,NA,NA,TRUE,"",""
"344","erityisnuorisotyöntekijä",6,NA,NA,NA,TRUE,"",""
"345","geronomi",6,NA,NA,NA,TRUE,"",""
"346","henkilöstösuunnittelija",6,NA,NA,NA,TRUE,"","Henkilöstösuunnittelijat ym.|Henkilöstösuunnittelijat ym.|Henkilöstösuunnittelijat ym."
"347","huoltoasentaja",6,NA,NA,NA,TRUE,"",""
"348","instrumenttiasentaja",6,NA,NA,NA,TRUE,"","Instrumentintekijät ja instrumenttiasentajat|Instrumentintekijät ja instrumenttiasentajat|Instrumentintekijät ja instrumenttiasentajat|Instrumentintekijät ja instrumenttiasentajat|Instrumentintekijät ja instrumenttiasentajat"
"349","kaavoituspäällikkö",6,NA,NA,NA,TRUE,"",""
"350","kalustonhoitaja",6,NA,NA,NA,TRUE,"",""
"351","kaupunginarkkitehti",6,NA,NA,NA,TRUE,"",""
"352","kaupungininsinööri",6,NA,NA,NA,TRUE,"",""
"353","keskusvarastonhoitaja",6,NA,NA,NA,TRUE,"",""
"354","kotimaisen lehtori",6,NA,NA,NA,TRUE,"",""
"355","kunnossapitotyöntekijä",6,NA,NA,NA,TRUE,"",""
"356","lähihoitaja opiskelija",6,NA,NA,NA,TRUE,"",""
"357","lakimies",6,NA,NA,NA,TRUE,"",""
"358","laskutussihteeri",6,NA,NA,NA,TRUE,"",""
"359","lastentarhanopettaja johtaja",6,NA,NA,NA,TRUE,"",""
"360","materiaalihoitaja",6,NA,NA,NA,TRUE,"",""
"361","mittausetumies",6,NA,NA,NA,TRUE,"",""
"362","museomestari",6,NA,NA,NA,TRUE,"",""
"363","neuropsykologi",6,NA,NA,NA,TRUE,"",""
"364","nuorisosihteeri",6,NA,NA,NA,TRUE,"",""
"365","ohjaaja lähihoitaja",6,NA,NA,NA,TRUE,"",""
"366","osastonlääkäri",6,NA,NA,NA,TRUE,"","Erikoislääkärit ja osastonlääkärit"
"367","päihdetyöntekijä",6,NA,NA,NA,TRUE,"",""
"368","palvelussuhdeasiantuntija",6,NA,NA,NA,TRUE,"",""
"369","parkarbetare",6,NA,NA,NA,TRUE,"",""
"370","pelastusjohtaja",6,NA,NA,NA,TRUE,"",""
